gene,symbol
ENSG00000100347,SAMM50
ENSG00000100348,TXN2
ENSG00000100350,FOXRED2
ENSG00000100353,EIF3D
ENSG00000100354,TNRC6B
ENSG00000100364,KIAA0930
ENSG00000100372,SLC25A17
ENSG00000100379,KCTD17
ENSG00000100380,ST13
ENSG00000100387,RBX1
ENSG00000100395,L3MBTL2
ENSG00000100401,RANGAP1
ENSG00000100403,ZC3H7B
ENSG00000100413,POLR3H
ENSG00000100417,PMM1
ENSG00000100418,DESI1
ENSG00000100422,CERK
ENSG00000100425,BRD1
ENSG00000100442,FKBP3
ENSG00000100461,RBM23
ENSG00000100483,VCPKMT
ENSG00000100485,SOS2
ENSG00000100503,NIN
ENSG00000100504,PYGL
ENSG00000100505,TRIM9
ENSG00000100523,DDHD1
ENSG00000100528,CNIH1
ENSG00000100554,ATP6V1D
ENSG00000100564,PIGH
ENSG00000100567,PSMA3
ENSG00000100575,TIMM9
ENSG00000100580,TMED8
ENSG00000100591,AHSA1
ENSG00000100592,DAAM1
ENSG00000100596,SPTLC2
ENSG00000100600,LGMN
ENSG00000100603,SNW1
ENSG00000100604,CHGA
ENSG00000100605,ITPK1
ENSG00000100612,DHRS7
ENSG00000100614,PPM1A
ENSG00000100626,GALNT16
ENSG00000100632,ERH
ENSG00000100644,HIF1A
ENSG00000100647,SUSD6
ENSG00000100650,SRSF5
ENSG00000100664,EIF5
ENSG00000100678,SLC8A3
ENSG00000100711,ZFYVE21
ENSG00000100714,MTHFD1
ENSG00000100744,GSKIP
ENSG00000100784,RPS6KA5
ENSG00000100796,PPP4R3A
ENSG00000100804,PSMB5
ENSG00000100811,YY1
ENSG00000100813,ACIN1
ENSG00000100815,TRIP11
ENSG00000100823,APEX1
ENSG00000100852,ARHGAP5
ENSG00000100865,CINP
ENSG00000100883,SRP54
ENSG00000100888,CHD8
ENSG00000100897,DCAF11
ENSG00000100906,NFKBIA
ENSG00000100908,EMC9
ENSG00000100934,SEC23A
ENSG00000100938,GMPR2
ENSG00000100941,PNN
ENSG00000100983,GSS
ENSG00000100997,ABHD12
ENSG00000101019,UQCC1
ENSG00000101040,ZMYND8
ENSG00000101079,NDRG3
ENSG00000101109,STK4
ENSG00000101126,ADNP
ENSG00000101132,PFDN4
ENSG00000101134,DOK5
ENSG00000101146,RAE1
ENSG00000101150,TPD52L2
ENSG00000101152,DNAJC5
ENSG00000101161,PRPF6
ENSG00000101182,PSMA7
ENSG00000101187,SLCO4A1
ENSG00000101189,MRGBP
ENSG00000101190,TCFL5
ENSG00000101191,DIDO1
ENSG00000101193,GID8
ENSG00000101199,ARFGAP1
ENSG00000101210,EEF1A2
ENSG00000101224,CDC25B
ENSG00000101236,RNF24
ENSG00000101246,ARFRP1
ENSG00000101247,NDUFAF5
ENSG00000101265,RASSF2
ENSG00000101266,CSNK2A1
ENSG00000101290,CDS2
ENSG00000101298,SNPH
ENSG00000101310,SEC23B
ENSG00000101333,PLCB4
ENSG00000101343,CRNKL1
ENSG00000101347,SAMHD1
ENSG00000101350,KIF3B
ENSG00000101363,MANBAL
ENSG00000101365,IDH3B
ENSG00000101367,MAPRE1
ENSG00000101391,CDK5RAP1
ENSG00000101407,TTI1
ENSG00000101413,RPRD1B
ENSG00000101421,CHMP4B
ENSG00000101439,CST3
ENSG00000101460,MAP1LC3A
ENSG00000101464,PIGU
ENSG00000101474,APMAP
ENSG00000101489,CELF4
ENSG00000101544,ADNP2
ENSG00000101557,USP14
ENSG00000101558,VAPA
ENSG00000101577,LPIN2
ENSG00000101596,SMCHD1
ENSG00000101608,MYL12A
ENSG00000101654,RNMT
ENSG00000101745,ANKRD12
ENSG00000101746,NOL4
ENSG00000101751,POLI
ENSG00000101752,MIB1
ENSG00000101782,RIOK3
ENSG00000101843,PSMD10
ENSG00000101846,STS
ENSG00000101856,PGRMC1
ENSG00000101882,NKAP
ENSG00000101928,MOSPD1
ENSG00000101940,WDR13
ENSG00000101966,XIAP
ENSG00000101972,STAG2
ENSG00000101974,ATP11C
ENSG00000101977,MCF2
ENSG00000102003,SYP
ENSG00000102024,PLS3
ENSG00000102030,NAA10
ENSG00000102038,SMARCA1
ENSG00000102054,RBBP7
ENSG00000102078,SLC25A14
ENSG00000102081,FMR1
ENSG00000102100,SLC35A2
ENSG00000102103,PQBP1
ENSG00000102109,PCSK1N
ENSG00000102119,EMD
ENSG00000102144,PGK1
ENSG00000102178,UBL4A
ENSG00000102181,CD99L2
ENSG00000102189,EEA1
ENSG00000102225,CDK16
ENSG00000102226,USP11
ENSG00000102241,HTATSF1
ENSG00000102309,PIN4
ENSG00000102316,MAGED2
ENSG00000102393,GLA
ENSG00000102401,ARMCX3
ENSG00000102409,BEX4
ENSG00000102452,NALCN
ENSG00000102466,FGF14
ENSG00000102468,HTR2A
ENSG00000102471,NDFIP2
ENSG00000102524,TNFSF13B
ENSG00000102531,FNDC3A
ENSG00000102547,CAB39L
ENSG00000102572,STK24
ENSG00000102606,ARHGEF7
ENSG00000102678,FGF9
ENSG00000102753,KPNA3
ENSG00000102760,RGCC
ENSG00000102763,VWA8
ENSG00000102781,KATNAL1
ENSG00000102804,TSC22D1
ENSG00000102858,MGRN1
ENSG00000102882,MAPK3
ENSG00000102893,PHKB
ENSG00000102897,LYRM1
ENSG00000102898,NUTF2
ENSG00000102900,NUP93
ENSG00000102908,NFAT5
ENSG00000102910,LONP2
ENSG00000102921,N4BP1
ENSG00000102924,CBLN1
ENSG00000102931,ARL2BP
ENSG00000102935,ZNF423
ENSG00000102974,CTCF
ENSG00000102978,POLR2C
ENSG00000102981,PARD6A
ENSG00000103005,USB1
ENSG00000103018,CYB5B
ENSG00000103034,NDRG4
ENSG00000103035,PSMD7
ENSG00000103042,SLC38A7
ENSG00000103051,COG4
ENSG00000103064,SLC7A6
ENSG00000103091,WDR59
ENSG00000103111,MON1B
ENSG00000103121,CMC2
ENSG00000103145,HCFC1R1
ENSG00000103148,NPRL3
ENSG00000103150,MLYCD
ENSG00000103160,HSDL1
ENSG00000103222,ABCC1
ENSG00000103253,HAGHL
ENSG00000103257,SLC7A5
ENSG00000103264,FBXO31
ENSG00000103275,UBE2I
ENSG00000103342,GSPT1
ENSG00000103351,CLUAP1
ENSG00000103353,UBFD1
ENSG00000103365,GGA2
ENSG00000103381,CPPED1
ENSG00000103404,USP31
ENSG00000103415,HMOX2
ENSG00000103423,DNAJA3
ENSG00000103429,BFAR
ENSG00000103460,TOX3
ENSG00000103485,QPRT
ENSG00000103489,XYLT1
ENSG00000103496,STX4
ENSG00000103502,CDIPT
ENSG00000103528,SYT17
ENSG00000103540,CCP110
ENSG00000103591,AAGAB
ENSG00000103647,CORO2B
ENSG00000103653,CSK
ENSG00000103657,HERC1
ENSG00000103723,AP3B2
ENSG00000103769,RAB11A
ENSG00000103876,FAH
ENSG00000103978,TMEM87A
ENSG00000103994,ZNF106
ENSG00000104067,TJP1
ENSG00000104093,DMXL2
ENSG00000104112,SCG3
ENSG00000104131,EIF3J
ENSG00000104133,SPG11
ENSG00000104142,VPS18
ENSG00000104164,BLOC1S6
ENSG00000104177,MYEF2
ENSG00000104218,CSPP1
ENSG00000104219,ZDHHC2
ENSG00000104231,ZFAND1
ENSG00000104267,CA2
ENSG00000104290,FZD3
ENSG00000104320,NBN
ENSG00000104327,CALB1
ENSG00000104332,SFRP1
ENSG00000104341,LAPTM4B
ENSG00000104343,UBE2W
ENSG00000104361,NIPAL2
ENSG00000104381,GDAP1
ENSG00000104388,RAB2A
ENSG00000104408,EIF3E
ENSG00000104412,EMC2
ENSG00000104427,ZC2HC1A
ENSG00000104435,STMN2
ENSG00000104442,ARMC1
ENSG00000104447,TRPS1
ENSG00000104490,NCALD
ENSG00000104517,UBR5
ENSG00000104613,INTS10
ENSG00000104635,SLC39A14
ENSG00000104643,MTMR9
ENSG00000104660,LEPROTL1
ENSG00000104671,DCTN6
ENSG00000104679,R3HCC1
ENSG00000104687,GSR
ENSG00000104691,UBXN8
ENSG00000104695,PPP2CB
ENSG00000104722,NEFM
ENSG00000104723,TUSC3
ENSG00000104738,MCM4
ENSG00000104756,KCTD9
ENSG00000104763,ASAH1
ENSG00000104765,BNIP3L
ENSG00000104805,NUCB1
ENSG00000104823,ECH1
ENSG00000104833,TUBB4A
ENSG00000104852,SNRNP70
ENSG00000104853,CLPTM1
ENSG00000104863,LIN7B
ENSG00000104880,ARHGEF18
ENSG00000104884,ERCC2
ENSG00000104904,OAZ1
ENSG00000104915,STX10
ENSG00000104967,NOVA2
ENSG00000104969,SGTA
ENSG00000104979,C19orf53
ENSG00000104980,TIMM44
ENSG00000105058,FAM32A
ENSG00000105088,OLFM2
ENSG00000105171,POP4
ENSG00000105185,PDCD5
ENSG00000105186,ANKRD27
ENSG00000105193,RPS16
ENSG00000105202,FBL
ENSG00000105204,DYRK1B
ENSG00000105220,GPI
ENSG00000105245,NUMBL
ENSG00000105254,TBCB
ENSG00000105255,FSD1
ENSG00000105258,POLR2I
ENSG00000105270,CLIP3
ENSG00000105278,ZFR2
ENSG00000105290,APLP1
ENSG00000105323,HNRNPUL1
ENSG00000105325,FZR1
ENSG00000105339,DENND3
ENSG00000105357,MYH14
ENSG00000105364,MRPL4
ENSG00000105372,RPS19
ENSG00000105379,ETFB
ENSG00000105426,PTPRS
ENSG00000105429,MEGF8
ENSG00000105438,KDELR1
ENSG00000105447,GRWD1
ENSG00000105499,PLA2G4C
ENSG00000105516,DBP
ENSG00000105518,TMEM205
ENSG00000105568,PPP2R1A
ENSG00000105576,TNPO2
ENSG00000105618,PRPF31
ENSG00000105649,RAB3A
ENSG00000105671,DDX49
ENSG00000105698,USF2
ENSG00000105700,KXD1
ENSG00000105701,FKBP8
ENSG00000105705,SUGP1
ENSG00000105723,GSK3A
ENSG00000105737,GRIK5
ENSG00000105771,SMG9
ENSG00000105778,AVL9
ENSG00000105784,RUNDC3B
ENSG00000105793,GTPBP10
ENSG00000105819,PMPCB
ENSG00000105835,NAMPT
ENSG00000105854,PON2
ENSG00000105939,ZC3HAV1
ENSG00000105983,LMBR1
ENSG00000105993,DNAJB6
ENSG00000106028,SSBP1
ENSG00000106049,HIBADH
ENSG00000106052,TAX1BP1
ENSG00000106070,GRB10
ENSG00000106077,ABHD11
ENSG00000106078,COBL
ENSG00000106086,PLEKHA8
ENSG00000106123,EPHB6
ENSG00000106144,CASP2
ENSG00000106244,PDAP1
ENSG00000106261,ZKSCAN1
ENSG00000106263,EIF3B
ENSG00000106266,SNX8
ENSG00000106278,PTPRZ1
ENSG00000106299,WASL
ENSG00000106344,RBM28
ENSG00000106348,IMPDH1
ENSG00000106351,AGFG2
ENSG00000106355,LSM5
ENSG00000106392,C1GALT1
ENSG00000106399,RPA3
ENSG00000106400,ZNHIT1
ENSG00000106443,PHF14
ENSG00000106460,TMEM106B
ENSG00000106477,CEP41
ENSG00000106484,MEST
ENSG00000106524,ANKMY2
ENSG00000106537,TSPAN13
ENSG00000106591,MRPL32
ENSG00000106603,COA1
ENSG00000106605,BLVRA
ENSG00000106608,URGCP
ENSG00000106609,TMEM248
ENSG00000106615,RHEB
ENSG00000106617,PRKAG2
ENSG00000106628,POLD2
ENSG00000106635,BCL7B
ENSG00000106665,CLIP2
ENSG00000106682,EIF4H
ENSG00000106683,LIMK1
ENSG00000106688,SLC1A1
ENSG00000106692,FKTN
ENSG00000106701,FSD1L
ENSG00000106723,SPIN1
ENSG00000106733,NMRK1
ENSG00000106771,TMEM245
ENSG00000106772,PRUNE2
ENSG00000106780,MEGF9
ENSG00000106789,CORO2A
ENSG00000106799,TGFBR1
ENSG00000106803,SEC61B
ENSG00000106829,TLE4
ENSG00000106976,DNM1
ENSG00000106993,CDC37L1
ENSG00000107021,TBC1D13
ENSG00000107077,KDM4C
ENSG00000107104,KANK1
ENSG00000107105,ELAVL2
ENSG00000107130,NCS1
ENSG00000107164,FUBP3
ENSG00000107185,RGP1
ENSG00000107186,MPDZ
ENSG00000107223,EDF1
ENSG00000107242,PIP5K1B
ENSG00000107262,BAG1
ENSG00000107263,RAPGEF1
ENSG00000107290,SETX
ENSG00000107295,SH3GL2
ENSG00000107331,ABCA2
ENSG00000107341,UBE2R2
ENSG00000107362,ABHD17B
ENSG00000107372,ZFAND5
ENSG00000107404,DVL1
ENSG00000107518,ATRNL1
ENSG00000107537,PHYH
ENSG00000107551,RASSF4
ENSG00000107560,RAB11FIP2
ENSG00000107581,EIF3A
ENSG00000107625,DDX50
ENSG00000107643,MAPK8
ENSG00000107651,SEC23IP
ENSG00000107669,ATE1
ENSG00000107742,SPOCK2
ENSG00000107745,MICU1
ENSG00000107758,PPP3CB
ENSG00000107771,CCSER2
ENSG00000107798,LIPA
ENSG00000107819,SFXN3
ENSG00000107829,FBXW4
ENSG00000107854,TNKS2
ENSG00000107862,GBF1
ENSG00000107864,CPEB3
ENSG00000107874,CUEDC2
ENSG00000107897,ACBD5
ENSG00000107902,LHPP
ENSG00000107929,LARP4B
ENSG00000107937,GTPBP4
ENSG00000107949,BCCIP
ENSG00000107951,MTPAP
ENSG00000107954,NEURL1
ENSG00000107957,SH3PXD2A
ENSG00000107959,PITRM1
ENSG00000108001,EBF3
ENSG00000108039,XPNPEP1
ENSG00000108055,SMC3
ENSG00000108061,SHOC2
ENSG00000108091,CCDC6
ENSG00000108094,CUL2
ENSG00000108100,CCNY
ENSG00000108107,RPL28
ENSG00000108175,ZMIZ1
ENSG00000108176,DNAJC12
ENSG00000108179,PPIF
ENSG00000108231,LGI1
ENSG00000108256,NUFIP2
ENSG00000108262,GIT1
ENSG00000108298,RPL19
ENSG00000108306,FBXL20
ENSG00000108309,RUNDC3A
ENSG00000108312,UBTF
ENSG00000108344,PSMD3
ENSG00000108349,CASC3
ENSG00000108352,RAPGEFL1
ENSG00000108379,WNT3
ENSG00000108384,RAD51C
ENSG00000108389,MTMR4
ENSG00000108395,TRIM37
ENSG00000108406,DHX40
ENSG00000108424,KPNB1
ENSG00000108433,GOSR2
ENSG00000108443,RPS6KB1
ENSG00000108468,CBX1
ENSG00000108509,CAMTA2
ENSG00000108510,MED13
ENSG00000108528,SLC25A11
ENSG00000108551,RASD1
ENSG00000108582,CPD
ENSG00000108587,GOSR1
ENSG00000108588,CCDC47
ENSG00000108599,AKAP10
ENSG00000108654,DDX5
ENSG00000108669,CYTH1
ENSG00000108671,PSMD11
ENSG00000108679,LGALS3BP
ENSG00000108684,ASIC2
ENSG00000108773,KAT2A
ENSG00000108788,MLX
ENSG00000108797,CNTNAP1
ENSG00000108799,EZH1
ENSG00000108819,PPP1R9B
ENSG00000108826,MRPL27
ENSG00000108828,VAT1
ENSG00000108829,LRRC59
ENSG00000108830,RND2
ENSG00000108848,LUC7L3
ENSG00000108852,MPP2
ENSG00000108861,DUSP3
ENSG00000108883,EFTUD2
ENSG00000108946,PRKAR1A
ENSG00000108953,YWHAE
ENSG00000108960,MMD
ENSG00000109046,WSB1
ENSG00000109065,NAT9
ENSG00000109099,PMP22
ENSG00000109103,UNC119
ENSG00000109107,ALDOC
ENSG00000109111,SUPT6H
ENSG00000109118,PHF12
ENSG00000109133,TMEM33
ENSG00000109158,GABRA4
ENSG00000109171,SLAIN2
ENSG00000109180,OCIAD1
ENSG00000109184,DCUN1D4
ENSG00000109189,USP46
ENSG00000109270,LAMTOR3
ENSG00000109332,UBE2D3
ENSG00000109339,MAPK10
ENSG00000109390,NDUFC1
ENSG00000109436,TBC1D9
ENSG00000109445,ZNF330
ENSG00000109452,INPP4B
ENSG00000109458,GAB1
ENSG00000109466,KLHL2
ENSG00000109472,CPE
ENSG00000109475,RPL34
ENSG00000109501,WFS1
ENSG00000109519,GRPEL1
ENSG00000109572,CLCN3
ENSG00000109606,DHX15
ENSG00000109654,TRIM2
ENSG00000109670,FBXW7
ENSG00000109680,TBC1D19
ENSG00000109689,STIM2
ENSG00000109738,GLRB
ENSG00000109756,RAPGEF2
ENSG00000109762,SNX25
ENSG00000109790,KLHL5
ENSG00000109832,DDX25
ENSG00000109846,CRYAB
ENSG00000109854,HTATIP2
ENSG00000109881,CCDC34
ENSG00000109917,ZPR1
ENSG00000109919,MTCH2
ENSG00000109920,FNBP4
ENSG00000109929,SC5D
ENSG00000109956,B3GAT1
ENSG00000110002,VWA5A
ENSG00000110013,SIAE
ENSG00000110042,DTX4
ENSG00000110046,ATG2A
ENSG00000110047,EHD1
ENSG00000110048,OSBP
ENSG00000110074,FOXRED1
ENSG00000110075,PPP6R3
ENSG00000110076,NRXN2
ENSG00000110107,PRPF19
ENSG00000110172,CHORDC1
ENSG00000110237,ARHGEF17
ENSG00000110274,CEP164
ENSG00000110315,RNF141
ENSG00000110318,CEP126
ENSG00000110321,EIF4G2
ENSG00000110330,BIRC2
ENSG00000110344,UBE4A
ENSG00000110367,DDX6
ENSG00000110395,CBL
ENSG00000110422,HIPK3
ENSG00000110427,KIAA1549L
ENSG00000110429,FBXO3
ENSG00000110435,PDHX
ENSG00000110436,SLC1A2
ENSG00000110442,COMMD9
ENSG00000110497,AMBRA1
ENSG00000110514,MADD
ENSG00000110651,CD81
ENSG00000110675,ELMOD1
ENSG00000110693,SOX6
ENSG00000110696,C11orf58
ENSG00000110697,PITPNM1
ENSG00000110713,NUP98
ENSG00000110717,NDUFS8
ENSG00000110768,GTF2H1
ENSG00000110786,PTPN5
ENSG00000110841,PPFIBP1
ENSG00000110851,PRDM4
ENSG00000110880,CORO1C
ENSG00000110881,ASIC1
ENSG00000110888,CAPRIN2
ENSG00000110906,KCTD10
ENSG00000110911,SLC11A2
ENSG00000110917,MLEC
ENSG00000110921,MVK
ENSG00000110925,CSRNP2
ENSG00000110931,CAMKK2
ENSG00000110958,PTGES3
ENSG00000110987,BCL7A
ENSG00000111011,RSRC2
ENSG00000111052,LIN7A
ENSG00000111077,TNS2
ENSG00000111110,PPM1H
ENSG00000111142,METAP2
ENSG00000111144,LTA4H
ENSG00000111218,PRMT8
ENSG00000111237,VPS29
ENSG00000111249,CUX2
ENSG00000111261,MANSC1
ENSG00000111269,CREBL2
ENSG00000111275,ALDH2
ENSG00000111276,CDKN1B
ENSG00000111300,NAA25
ENSG00000111358,GTF2H3
ENSG00000111361,EIF2B1
ENSG00000111371,SLC38A1
ENSG00000111481,COPZ1
ENSG00000111530,CAND1
ENSG00000111596,CNOT2
ENSG00000111605,CPSF6
ENSG00000111639,MRPL51
ENSG00000111640,GAPDH
ENSG00000111642,CHD4
ENSG00000111652,COPS7A
ENSG00000111653,ING4
ENSG00000111666,CHPT1
ENSG00000111669,TPI1
ENSG00000111670,GNPTAB
ENSG00000111674,ENO2
ENSG00000111676,ATN1
ENSG00000111696,NT5DC3
ENSG00000111707,SUDS3
ENSG00000111711,GOLT1B
ENSG00000111726,CMAS
ENSG00000111728,ST8SIA1
ENSG00000111731,C2CD5
ENSG00000111785,RIC8B
ENSG00000111786,SRSF9
ENSG00000111790,FGFR1OP2
ENSG00000111799,COL12A1
ENSG00000111802,TDP2
ENSG00000111832,RWDD1
ENSG00000111843,TMEM14C
ENSG00000111845,PAK1IP1
ENSG00000111860,CEP85L
ENSG00000111875,ASF1A
ENSG00000111879,FAM184A
ENSG00000111880,RNGTT
ENSG00000111897,SERINC1
ENSG00000111906,HDDC2
ENSG00000111907,TPD52L1
ENSG00000111911,HINT3
ENSG00000111912,NCOA7
ENSG00000111961,SASH1
ENSG00000111962,UST
ENSG00000112062,MAPK14
ENSG00000112078,KCTD20
ENSG00000112079,STK38
ENSG00000112081,SRSF3
ENSG00000112110,MRPL18
ENSG00000112130,RNF8
ENSG00000112146,FBXO9
ENSG00000112149,CD83
ENSG00000112159,MDN1
ENSG00000112186,CAP2
ENSG00000112200,ZNF451
ENSG00000112234,FBXL4
ENSG00000112237,CCNC
ENSG00000112242,E2F3
ENSG00000112249,ASCC3
ENSG00000112282,MED23
ENSG00000112290,WASF1
ENSG00000112294,ALDH5A1
ENSG00000112304,ACOT13
ENSG00000112305,SMAP1
ENSG00000112308,C6orf62
ENSG00000112312,GMNN
ENSG00000112320,SOBP
ENSG00000112335,SNX3
ENSG00000112339,HBS1L
ENSG00000112367,FIG4
ENSG00000112378,PERP
ENSG00000112379,ARFGEF3
ENSG00000112406,HECA
ENSG00000112419,PHACTR2
ENSG00000112425,EPM2A
ENSG00000112531,QKI
ENSG00000112576,CCND3
ENSG00000112592,TBP
ENSG00000112640,PPP2R5D
ENSG00000112651,MRPL2
ENSG00000112658,SRF
ENSG00000112659,CUL9
ENSG00000112667,DNPH1
ENSG00000112679,DUSP22
ENSG00000112685,EXOC2
ENSG00000112695,COX7A2
ENSG00000112697,TMEM30A
ENSG00000112699,GMDS
ENSG00000112701,SENP6
ENSG00000112715,VEGFA
ENSG00000112763,BTN2A1
ENSG00000112796,ENPP5
ENSG00000112855,HARS2
ENSG00000112874,NUDT12
ENSG00000112893,MAN2A1
ENSG00000112972,HMGCS1
ENSG00000112981,NME5
ENSG00000112983,BRD8
ENSG00000112992,NNT
ENSG00000112996,MRPS30
ENSG00000113013,HSPA9
ENSG00000113048,MRPS27
ENSG00000113068,PFDN1
ENSG00000113140,SPARC
ENSG00000113141,IK
ENSG00000113161,HMGCR
ENSG00000113194,FAF2
ENSG00000113240,CLK4
ENSG00000113269,RNF130
ENSG00000113282,CLINT1
ENSG00000113312,TTC1
ENSG00000113327,GABRG2
ENSG00000113328,CCNG1
ENSG00000113360,DROSHA
ENSG00000113361,CDH6
ENSG00000113384,GOLPH3
ENSG00000113387,SUB1
ENSG00000113441,LNPEP
ENSG00000113448,PDE4D
ENSG00000113456,RAD1
ENSG00000113504,SLC12A7
ENSG00000113552,GNPDA1
ENSG00000113569,NUP155
ENSG00000113575,PPP2CA
ENSG00000113578,FGF1
ENSG00000113580,NR3C1
ENSG00000113583,C5orf15
ENSG00000113594,LIFR
ENSG00000113595,TRIM23
ENSG00000113597,TRAPPC13
ENSG00000113615,SEC24A
ENSG00000113621,TXNDC15
ENSG00000113657,DPYSL3
ENSG00000113658,SMAD5
ENSG00000113719,ERGIC1
ENSG00000113732,ATP6V0E1
ENSG00000113734,BNIP1
ENSG00000113742,CPEB4
ENSG00000113758,DBN1
ENSG00000113845,TIMMDC1
ENSG00000113851,CRBN
ENSG00000113916,BCL6
ENSG00000113966,ARL6
ENSG00000114019,AMOTL2
ENSG00000114021,NIT2
ENSG00000114023,FAM162A
ENSG00000114030,KPNA1
ENSG00000114054,PCCB
ENSG00000114062,UBE3A
ENSG00000114098,ARMC8
ENSG00000114107,CEP70
ENSG00000114120,SLC25A36
ENSG00000114125,RNF7
ENSG00000114126,TFDP2
ENSG00000114127,XRN1
ENSG00000114166,KAT2B
ENSG00000114209,PDCD10
ENSG00000114251,WNT5A
ENSG00000114279,FGF12
ENSG00000114302,PRKAR2A
ENSG00000114316,USP4
ENSG00000114353,GNAI2
ENSG00000114354,TFG
ENSG00000114388,NPRL2
ENSG00000114416,FXR1
ENSG00000114439,BBX
ENSG00000114446,IFT57
ENSG00000114480,GBE1
ENSG00000114503,NCBP2
ENSG00000114520,SNX4
ENSG00000114541,FRMD4B
ENSG00000114544,SLC41A3
ENSG00000114554,PLXNA1
ENSG00000114573,ATP6V1A
ENSG00000114646,CSPG5
ENSG00000114648,KLHL18
ENSG00000114650,SCAP
ENSG00000114686,MRPL3
ENSG00000114742,WDR48
ENSG00000114757,PEX5L
ENSG00000114770,ABCC5
ENSG00000114796,KLHL24
ENSG00000114805,PLCH1
ENSG00000114850,SSR3
ENSG00000114853,ZBTB47
ENSG00000114857,NKTR
ENSG00000114867,EIF4G1
ENSG00000114902,SPCS1
ENSG00000114904,NEK4
ENSG00000114923,SLC4A3
ENSG00000114948,ADAM23
ENSG00000114956,DGUOK
ENSG00000114978,MOB1A
ENSG00000114982,KANSL3
ENSG00000114988,LMAN2L
ENSG00000114993,RTKN
ENSG00000114999,TTL
ENSG00000115020,PIKFYVE
ENSG00000115073,ACTR1B
ENSG00000115084,SLC35F5
ENSG00000115091,ACTR3
ENSG00000115109,EPB41L5
ENSG00000115128,SF3B6
ENSG00000115137,DNAJC27
ENSG00000115145,STAM2
ENSG00000115159,GPD2
ENSG00000115170,ACVR1
ENSG00000115204,MPV17
ENSG00000115211,EIF2B4
ENSG00000115233,PSMD14
ENSG00000115239,ASB3
ENSG00000115252,PDE1A
ENSG00000115266,APC2
ENSG00000115271,GCA
ENSG00000115295,CLIP4
ENSG00000115306,SPTBN1
ENSG00000115307,AUP1
ENSG00000115310,RTN4
ENSG00000115350,POLE4
ENSG00000115355,CCDC88A
ENSG00000115364,MRPL19
ENSG00000115365,LANCL1
ENSG00000115368,WDR75
ENSG00000115380,EFEMP1
ENSG00000115415,STAT1
ENSG00000115419,GLS
ENSG00000115421,PAPOLG
ENSG00000115446,UNC50
ENSG00000115464,USP34
ENSG00000115468,EFHD1
ENSG00000115484,CCT4
ENSG00000115504,EHBP1
ENSG00000115514,TXNDC9
ENSG00000115520,COQ10B
ENSG00000115524,SF3B1
ENSG00000115525,ST3GAL5
ENSG00000115526,CHST10
ENSG00000115548,KDM3A
ENSG00000115561,CHMP3
ENSG00000115568,ZNF142
ENSG00000115649,CNPPD1
ENSG00000115652,UXS1
ENSG00000115685,PPP1R7
ENSG00000115694,STK25
ENSG00000115756,HPCAL1
ENSG00000115758,ODC1
ENSG00000115760,BIRC6
ENSG00000115762,PLEKHB2
ENSG00000115806,GORASP2
ENSG00000115808,STRN
ENSG00000115827,DCAF17
ENSG00000115828,QPCT
ENSG00000115839,RAB3GAP1
ENSG00000115840,SLC25A12
ENSG00000115875,SRSF7
ENSG00000115884,SDC1
ENSG00000115902,SLC1A4
ENSG00000115904,SOS1
ENSG00000115944,COX7A2L
ENSG00000115947,ORC4
ENSG00000115966,ATF2
ENSG00000115977,AAK1
ENSG00000115993,TRAK2
ENSG00000116001,TIA1
ENSG00000116005,PCYOX1
ENSG00000116016,EPAS1
ENSG00000116044,NFE2L2
ENSG00000116095,PLEKHA3
ENSG00000116120,FARSB
ENSG00000116128,BCL9
ENSG00000116133,DHCR24
ENSG00000116138,DNAJC16
ENSG00000116141,MARK1
ENSG00000116147,TNR
ENSG00000116161,CACYBP
ENSG00000116171,SCP2
ENSG00000116199,FAM20B
ENSG00000116237,ICMT
ENSG00000116251,RPL22
ENSG00000116254,CHD5
ENSG00000116260,QSOX1
ENSG00000116266,STXBP3
ENSG00000116285,ERRFI1
ENSG00000116288,PARK7
ENSG00000116337,AMPD2
ENSG00000116350,SRSF4
ENSG00000116396,KCNC4
ENSG00000116406,EDEM3
ENSG00000116455,WDR77
ENSG00000116473,RAP1A
ENSG00000116489,CAPZA1
ENSG00000116497,S100PBP
ENSG00000116521,SCAMP3
ENSG00000116539,ASH1L
ENSG00000116544,DLGAP3
ENSG00000116560,SFPQ
ENSG00000116604,MEF2D
ENSG00000116641,DOCK7
ENSG00000116649,SRM
ENSG00000116661,FBXO2
ENSG00000116667,C1orf21
ENSG00000116675,DNAJC6
ENSG00000116678,LEPR
ENSG00000116679,IVNS1ABP
ENSG00000116685,KIAA2013
ENSG00000116688,MFN2
ENSG00000116698,SMG7
ENSG00000116717,GADD45A
ENSG00000116731,PRDM2
ENSG00000116741,RGS2
ENSG00000116750,UCHL5
ENSG00000116752,BCAS2
ENSG00000116754,SRSF11
ENSG00000116791,CRYZ
ENSG00000116793,PHTF1
ENSG00000116809,ZBTB17
ENSG00000116852,KIF21B
ENSG00000116857,TMEM9
ENSG00000116871,MAP7D1
ENSG00000116898,MRPS15
ENSG00000116903,EXOC8
ENSG00000116906,GNPAT
ENSG00000116918,TSNAX
ENSG00000116977,LGALS8
ENSG00000116983,HPCAL4
ENSG00000116991,SIPA1L2
ENSG00000117016,RIMS3
ENSG00000117020,AKT3
ENSG00000117054,ACADM
